YearsExperience,Salary
11.6,74386.51
10.9,73027.52
14.3,82760.83
3.5,50487.97
13.0,79329.16
12.6,78235.54
8.3,64768.61
9.9,69264.84
11.5,74206.09
3.2,49170.05
13.4,79751.9
9.6,68856.12
10.8,72517.54
12.6,77765.61
11.1,73566.93
10.2,70558.75
14.0,81632.0
4.6,53695.13
2.3,46872.09
3.7,50937.6
8.1,64175.14
8.6,65659.69
13.7,81574.53
1.8,45582.95
9.0,67299.75
6.3,58516.78
14.1,82602.04
11.7,75167.26
10.3,70994.67
3.1,48944.19
10.3,71279.89
6.3,58908.02
4.9,54422.23
14.3,82773.22
9.2,67866.21
3.4,49836.19
7.9,63871.22
6.9,60938.99
9.5,68759.64
11.7,74627.6
14.6,83436.99
2.7,47847.78
5.9,57564.03
2.1,46136.73
2.7,47811.6
10.2,70276.06
1.5,44836.89
14.8,84769.41
14.2,82223.52
6.2,58491.22
9.9,69249.81
1.6,45175.21
13.6,80797.07
11.3,73859.9
14.3,83183.75
12.8,78456.88
14.1,81806.38
8.3,64602.78
7.5,62631.23
14.0,81893.33
4.2,53031.62
10.2,70358.34
7.5,62824.88
6.8,60369.43
7.4,61901.96
10.4,71455.62
14.9,84233.38
12.9,78910.7
5.4,56687.89
13.6,80724.55
7.8,63096.29
14.7,84464.78
13.5,80938.37
10.8,72096.78
6.8,60524.83
11.0,72968.94
6.9,61034.0
13.8,81433.21
10.5,71187.82
6.9,60999.75
9.5,68667.22
11.2,73221.44
14.1,81857.71
13.3,80145.47
2.2,46612.54
5.2,55370.89
10.7,72125.09
14.0,81914.95
7.1,61507.87
11.8,75084.32
13.5,80329.48
7.7,63112.32
13.3,80367.33
10.3,70747.17
14.1,82072.64
8.9,66587.03
5.6,56890.92
7.1,61427.69
7.9,63467.91
9.8,69577.93
7.1,61529.03
11.6,74736.16
6.5,59468.8
2.3,47215.81
12.6,77565.52
5.8,57518.31
11.7,75599.53
1.7,45441.71
7.9,63593.59
10.6,71756.14
1.2,43454.56
9.5,68047.65
12.4,76927.79
6.1,57903.88
14.3,83316.25
12.6,77977.26
13.8,81110.15
1.9,45918.18
6.2,58217.45
6.1,58409.09
1.5,44319.73
7.9,63505.62
3.1,49324.03
11.7,75019.27
13.8,81055.44
11.6,75177.34
5.6,56381.72
9.3,68237.26
4.7,54558.75
14.7,84011.17
11.8,75322.77
1.4,43807.37
7.1,61284.43
5.3,56068.36
10.7,72253.9
2.4,47514.21
7.1,60874.37
5.1,54948.75
2.8,48034.53
4.8,54100.09
1.9,45509.12
14.4,83372.64
1.8,45774.55
11.8,74950.72
13.0,78870.19
10.2,70337.71
5.1,55402.04
12.4,76907.57
11.7,75300.7
5.6,57019.87
3.8,51710.75
10.0,69911.69
9.2,67553.51
13.1,79284.09
11.3,74137.58
4.9,54881.97
8.9,66983.46
9.3,68084.51
11.4,74105.46
1.5,44642.24
12.0,75706.58
9.0,67072.29
13.1,79366.28
13.7,81577.65
2.5,47943.79
6.5,59739.22
11.9,75980.72
10.9,72987.51
4.2,52699.52
14.8,84317.95
2.4,46703.97
2.9,48545.94
9.2,67485.22
10.1,70391.68
9.8,69887.46
12.1,76525.9
3.9,51684.13
8.1,64285.37
5.5,56107.89
2.7,48145.26
7.8,63775.5
6.2,58807.56
10.0,69763.96
6.1,58662.25
11.4,74126.98
9.6,69125.79
10.3,70791.1
8.9,66356.06
7.7,62719.96
10.0,69535.02
13.2,79349.98
14.4,82759.3
12.4,76805.77
13.5,80720.3
6.6,59524.55
6.4,59342.1
14.1,82724.68
12.1,75919.95
3.8,51321.6
8.9,66575.12
9.0,66733.35
6.0,58343.26
7.5,62018.51
1.4,44484.25
13.0,78934.5
3.9,51425.5
5.8,57724.45
8.5,65407.64
12.8,78531.76
12.9,78661.35
2.6,47986.95
9.0,66593.54
7.3,61881.89
8.7,66138.53
4.3,52856.86
12.7,77943.76
11.0,73330.34
3.5,50382.38
14.0,82221.79
13.0,78587.47
4.4,53301.91
12.3,76497.31
3.9,51511.53
6.5,59907.75
5.7,56909.82
4.5,53471.69
6.4,58752.77
14.7,84297.85
3.2,50090.39
8.5,65770.31
10.4,70893.36
3.7,50725.62
12.8,78066.15
8.5,65363.12
5.2,55423.78
1.0,43255.15
1.9,45810.1
10.8,72141.8
9.1,67095.42
4.4,53579.57
13.5,80614.71
8.2,64918.25
10.6,72249.19
9.5,68388.88
9.2,68064.17
13.4,80021.26
12.5,77116.45
4.5,53954.99
3.5,50903.93
2.2,46666.34
10.2,70227.47
8.4,64770.66
5.8,57597.73
3.8,51244.82
11.0,73314.4
10.5,71509.12
6.6,60108.66
1.8,44944.04
12.5,77143.01
9.2,67351.03
9.3,67539.82
9.0,67092.27
8.6,66111.9
11.0,72987.01
6.5,59655.49
4.3,52734.95
10.5,71474.59
2.2,46857.12
6.2,59011.27
12.9,78591.45
5.1,54972.64
4.3,52660.13
1.8,45831.49
7.3,61450.73
3.6,50610.54
6.9,60988.68
6.9,60831.43
5.7,56766.29
12.5,77763.47
3.8,51817.3
12.2,76431.99
5.4,56572.09
9.5,68172.92
9.4,68086.37
3.4,50214.55
6.2,58498.38
3.7,50973.32
10.2,70972.46
14.9,85185.98
1.1,43106.82
14.6,83416.7
12.2,76165.69
12.4,77603.21
1.4,43939.06
5.5,56053.39
10.2,70513.19
4.6,53818.83
14.2,82981.82
8.4,65228.88
12.8,78645.96
9.9,69503.85
7.2,61907.03
9.6,68405.84
13.8,81524.59
4.2,52393.22
7.0,60849.1
11.6,74524.0
1.7,45346.19
8.2,64644.54
6.0,57805.78
8.5,65049.22
14.2,82645.25
4.6,54047.91
11.7,75156.82
11.6,74783.22
1.6,44810.19
5.4,55912.73
4.7,54375.27
1.9,45932.32
14.3,82963.92
13.2,79684.03
13.4,80462.55
12.9,78625.76
12.5,77705.5
14.1,82335.42
4.7,54094.14
13.1,79046.38
14.3,82726.05
10.1,70124.65
7.7,63135.33
1.5,44256.96
9.0,67458.32
12.4,77276.6
8.4,64723.19
5.4,55935.48
4.8,54277.47
14.0,81760.14
6.6,59960.24
12.8,78661.47
9.6,68998.69
12.7,77729.59
10.6,71626.18
8.8,66810.02
1.6,44831.35
14.0,81950.5
5.8,57753.23
12.9,78920.79
13.1,79334.66
5.0,54866.47
1.7,45340.82
12.3,76817.24
1.8,45391.62
1.7,44909.47
6.2,58425.25
1.1,42939.49
6.7,59951.54
8.2,65088.03
2.8,47938.2
6.1,58016.23
4.0,52262.49
1.3,43864.35
4.2,52327.56
13.1,78912.59
8.8,66761.19
7.1,61721.49
4.7,54155.22
4.8,54321.22
3.7,50920.11
7.3,61486.87
6.6,60253.88
1.7,45541.05
6.1,58723.08
2.1,46154.08
14.0,82050.58
5.0,55411.78
12.6,77394.56
2.0,45898.73
7.0,61062.98
4.5,53641.51
14.1,82594.33
8.0,63986.96
6.3,58510.39
7.4,62535.8
5.2,55980.12
1.1,43434.26
13.3,79546.15
14.3,82838.1
7.3,61854.78
13.7,80673.05
8.9,66336.96
2.8,48541.56
10.9,72746.36
9.7,68703.57
13.2,79514.49
5.9,57770.96
4.5,53504.87
13.5,80225.34
1.4,44251.53
1.7,44858.05
13.0,78590.87
4.0,52259.0
4.0,51737.56
3.7,50648.31
14.3,82716.59
6.5,59752.3
11.6,74859.16
4.3,52447.29
13.9,81412.31
5.0,54920.61
2.8,48200.93
13.2,79875.07
4.2,52713.91
10.9,72267.17
5.1,55092.51
12.3,77199.45
14.8,84207.06
10.9,73158.82
3.6,50883.73
3.8,51217.14
13.7,80745.9
12.5,77768.17
1.3,43895.42
5.0,54576.02
9.3,67952.48
9.8,69190.97
4.3,53219.84
11.9,75785.03
8.6,65942.98
1.2,43460.61
11.1,73256.38
8.7,66384.02
10.7,72282.02
8.1,63950.66
5.4,55855.87
14.3,82402.56
11.9,75602.91
2.4,47389.7
2.0,45560.92
2.1,46579.88
4.0,52335.09
10.3,70626.05
4.8,54262.78
2.2,47058.23
4.6,53952.2
10.1,70504.66
1.7,45588.35
12.6,77983.9
6.8,59939.44
8.1,64335.96
14.8,84461.32
10.6,71807.73
5.4,56671.49
11.2,73495.66
9.6,69186.61
4.8,54145.84
10.4,71365.5
4.0,51526.93
13.8,81562.62
7.1,60882.22
10.0,70384.04
4.4,53059.61
14.3,82460.99
14.5,83411.22
11.7,75045.19
14.9,84672.33
6.4,59502.31
1.2,43928.5
1.4,44254.65
4.7,54597.19
6.4,58796.24
6.6,59431.8
9.2,67965.84
11.9,76167.74
2.4,47228.78
3.9,51833.14
12.4,77534.03
5.8,57597.64
2.1,46064.52
5.5,56857.94
2.5,47272.21
6.2,58276.67
5.3,56039.15
5.3,55546.85
4.3,52823.27
4.5,53075.57
3.5,50200.01
12.7,78592.15
6.2,58855.31
1.5,44515.36
9.1,66930.21
11.7,74870.88
5.5,56226.28
1.5,44958.07
13.8,80966.53
1.6,44679.96
11.9,75930.0
10.1,69942.36
4.8,53949.71
1.7,45465.15
8.5,65648.74
12.0,75548.11
13.9,81699.45
10.1,70174.86
4.0,52094.86
5.7,56993.0
12.4,77608.93
1.2,44088.98
6.2,58572.91
11.6,75270.54
6.8,60782.84
5.5,56640.15
6.5,59135.17
6.6,60141.01
6.3,59083.94
7.8,63039.47
4.4,52804.17
9.6,69023.91
2.9,48268.36
13.4,80673.82
6.0,57957.8
9.9,69869.09
13.3,80121.23
14.1,82621.95
6.6,59453.06
5.0,55398.68
6.4,59193.5
1.9,45642.76
3.4,49700.97
9.4,67867.55
10.4,71497.43
3.8,51755.09
4.7,54531.07
14.1,82708.95
5.8,57268.95
13.9,82098.75
5.9,57424.21
7.0,60758.93
4.2,52933.6
7.5,62712.37
7.2,61161.94
7.7,62989.68
12.3,76629.78
13.7,81333.92
2.9,48243.12
9.3,67414.98
11.5,74006.88
3.2,49458.89
13.4,79921.06
3.1,49304.82
12.1,75843.99
4.7,54204.07
13.3,79639.41
5.3,56156.86
2.0,46006.43
11.3,74287.34
3.3,49570.7
8.6,65460.46
6.2,58267.69
1.7,45234.94
11.0,73290.63
11.2,73147.19
7.5,62912.07
11.2,73797.2
2.7,47934.63
1.2,43579.07
13.0,79175.41
2.1,46043.9
1.8,45040.1
9.9,69321.44
12.5,77766.84
5.3,56067.32
6.5,59840.63
12.6,77385.69
13.5,80277.43
4.4,53209.92
7.7,62965.94
13.0,79168.06
2.9,48268.43
14.9,84735.3
4.0,52043.57
4.2,52308.47
11.4,74560.51
13.1,79206.69
14.3,82493.37
12.2,76227.26
13.4,80191.7
13.1,79456.69
2.7,48180.64
7.4,62394.35
1.1,43305.76
10.1,70295.1
1.2,43687.22
14.5,83209.96
1.1,43120.4
8.0,64320.04
4.3,52764.58
4.5,53567.83
5.3,56213.65
10.8,72697.85
11.8,75775.9
12.4,76752.32
11.9,75900.63
1.6,44915.38
8.4,64992.65
11.2,73112.09
6.0,57609.79
4.5,53288.47
6.5,59819.63
13.0,79376.19
12.6,78082.2
9.3,67614.02
3.9,52030.44
11.4,74053.89
14.5,83768.24
1.6,44558.61
6.5,59346.8
3.7,50880.61
13.1,79085.18
11.4,73826.26
6.5,59505.11
1.2,43764.12
6.2,58220.65
13.6,80658.35
9.0,66702.87
12.5,77296.49
7.2,61196.29
14.2,82710.21
5.7,56724.28
13.7,80664.59
1.8,45321.08
6.2,59058.58
15.0,84954.91
3.5,50146.3
11.4,74247.61
6.4,59563.26
1.8,44911.2
3.6,51080.06
9.0,66689.82
8.8,66819.92
4.3,53366.16
6.7,59874.46
14.8,84841.3
13.4,79876.3
4.8,53921.57
5.5,56397.06
7.9,63316.7
8.3,64883.52
5.3,56302.6
14.0,81566.63
8.1,64701.17
2.8,48411.79
12.7,77837.56
9.0,66543.84
9.7,69133.89
10.7,71654.86
7.0,61373.41
2.2,46838.77
14.9,84384.14
2.4,47636.34
5.8,57564.57
3.0,48867.09
1.6,44772.99
3.6,50448.22
8.4,65253.33
7.0,61391.48
6.5,59944.08
8.5,65115.81
8.9,66220.39
7.7,63481.42
14.8,83940.71
2.6,47791.07
7.3,61929.3
5.1,55039.81
4.9,54843.01
8.0,64498.92
4.3,52673.02
8.0,64154.88
14.1,82003.74
4.0,52417.05
2.7,48029.32
8.9,66200.1
11.0,72885.61
5.4,55945.85
8.0,63729.19
1.5,44287.56
13.8,81038.47
12.3,77122.89
6.2,58547.05
7.5,62386.79
9.2,67272.59
1.3,43442.79
4.1,52333.57
1.8,45616.52
5.7,56686.35
9.4,68144.63
6.8,60355.1
12.1,76196.16
12.4,77234.67
8.4,65690.22
1.1,43054.13
11.5,74759.62
14.3,82861.4
13.0,79433.41
1.5,44909.67
1.9,46116.89
13.4,79880.2
14.5,83562.51
13.0,79015.83
1.6,44715.47
10.1,70362.77
3.7,51382.38
1.7,45486.37
4.0,52053.64
6.4,59048.52
6.0,58190.45
13.7,81336.95
5.5,56234.51
4.1,51994.18
1.4,44177.69
10.3,70848.46
3.8,51784.5
12.4,76816.47
7.7,63203.64
2.6,47861.01
4.4,53227.73
8.0,63837.97
6.9,60309.67
5.2,55616.96
14.7,84319.41
10.1,69840.11
11.0,73307.99
7.2,61941.9
11.8,75106.14
9.9,69607.94
6.0,58301.19
8.8,66696.1
7.1,60857.67
12.2,76305.04
4.9,54537.77
11.2,73558.0
9.2,67226.36
2.9,48536.52
7.6,63184.0
9.3,68144.16
14.1,82253.13
13.6,81138.88
5.3,55954.7
9.1,66923.3
2.3,47033.98
10.1,70008.16
9.5,68681.42
13.3,79988.92
9.5,68473.6
13.6,81264.66
7.6,62554.36
9.3,68083.48
6.4,59045.1
11.7,75182.34
14.0,81873.59
9.6,68331.13
11.4,73767.53
2.4,47612.35
6.9,60659.66
10.5,71342.12
8.2,64162.11
6.9,60556.33
1.9,45505.69
9.2,67719.44
1.0,42818.34
9.5,68343.26
13.5,80672.26
2.3,46893.71
8.1,64386.73
3.9,52146.94
5.8,56952.79
1.2,43235.99
10.1,70162.05
9.2,67300.99
6.8,60708.68
11.7,75509.32
7.1,60945.33
6.6,60045.59
7.8,63862.6
11.0,72797.87
12.3,77002.06
6.5,59764.19
4.8,54308.96
12.1,76672.03
13.5,80916.3
14.2,82937.96
8.8,66629.47
7.2,61388.85
13.2,79463.98
7.5,62608.94
7.7,63256.15
11.2,73211.6
1.0,42992.55
8.8,66763.72
1.3,44398.66
5.8,57046.33
3.9,51449.28
2.4,47538.25
8.7,66219.14
12.1,76652.48
13.7,81438.23
12.2,76511.95
1.6,44507.86
4.3,53374.45
2.8,48722.29
8.2,64984.73
11.6,74522.88
10.6,71506.78
13.7,80780.89
11.9,75719.99
9.1,67648.6
8.3,64820.05
7.0,61105.56
5.7,56922.31
5.0,55099.08
5.1,55694.8
2.6,47395.22
9.4,67787.18
5.9,57539.82
9.8,69060.64
10.6,71911.88
2.5,47519.88
14.6,84106.7
9.1,66923.08
7.9,64067.04
12.7,78011.52
1.5,44443.72
10.8,72634.2
7.7,63255.02
4.4,53440.04
14.9,85095.53
13.3,79477.66
8.5,65724.33
14.6,83774.49
1.3,43847.39
5.5,56917.27
12.2,76436.23
4.8,54168.48
6.0,58053.95
3.9,52031.61
5.0,55090.01
7.9,63288.92
13.4,80309.12
11.3,73662.7
4.3,53397.32
5.6,57281.97
2.2,46486.14
8.1,64639.06
10.5,71386.44
11.0,73484.48
7.0,60603.98
9.3,67509.77
8.2,65057.21
9.7,68708.24
2.4,46836.72
9.3,68005.32
2.4,47178.85
9.1,67501.08
4.2,52474.91
13.2,79983.07
14.6,83813.99
5.7,57044.96
9.2,68033.54
1.1,43163.33
2.0,45981.91
4.7,53893.92
9.5,68207.76
11.5,74005.09
8.5,65442.69
10.0,69824.87
7.3,61420.34
11.9,75520.55
4.5,53251.02
7.6,63119.63
2.8,48348.14
14.9,84216.3
5.7,57444.15
1.3,44198.08
11.2,73650.19
5.1,54921.56
2.4,47605.58
5.5,56798.07
1.8,45503.33
11.6,74665.97
1.9,45562.76
13.6,81157.47
2.6,48223.14
12.3,76712.42
5.0,54789.12
4.8,54469.0
7.3,61817.43
7.6,62735.7
7.2,61802.28
1.9,45365.54
2.4,47178.98
4.1,52222.49
9.9,69719.95
1.5,44404.45
9.5,68020.14
2.1,46259.74
1.0,42571.45
13.0,78773.96
11.1,73718.04
11.6,74775.69
1.9,45463.21
1.2,43707.94
10.4,71193.95
12.3,77082.75
9.0,67480.48
11.7,75464.35
9.6,68729.16
3.7,50883.21
9.2,67918.96
10.7,71697.12
3.9,51582.6
6.5,59343.12
7.0,60632.99
6.6,59912.1
11.2,74067.69
13.9,81656.32
5.0,55467.23
10.8,72473.38
9.4,67973.51
1.3,43483.05
14.8,84220.12
3.0,48975.91
5.1,55207.87
6.0,58422.4
2.6,47499.89
1.4,43870.17
3.7,50682.91
2.9,48741.16
13.6,80891.7
4.1,51847.17
13.2,80082.5
14.7,83765.8
9.6,68877.71
11.2,73340.24
3.1,49526.0
11.4,74651.5
15.0,84644.48
6.6,59564.02
14.9,84450.97
8.7,66218.87
8.7,65997.91
9.7,69464.08
7.6,62319.54
5.7,57216.86
5.1,55156.18
3.6,51247.98
13.3,79498.24
9.5,68177.89
10.0,69836.69
12.2,76286.23
7.5,62849.43
10.5,71170.23
1.2,43306.28
6.9,60628.77
13.9,81293.25
4.4,52934.64
2.5,47846.79
6.7,60443.77
2.3,47375.63
13.1,78921.39
1.3,43788.62
6.7,60321.53
5.9,57369.57
9.9,69307.0
8.4,65078.77
3.8,51446.33
5.9,57521.49
4.0,52179.79
11.7,74712.78
14.6,83663.71
11.7,74735.84
2.8,47988.13
3.3,49753.04
3.9,51472.49
10.2,70961.13
14.9,84519.21
14.8,84381.1
5.3,56310.33
10.8,72848.49
5.2,56069.17
6.8,60110.82
13.2,80030.6
4.9,54355.82
8.9,66716.77
7.9,64192.11
7.4,62634.6
9.3,68044.47
9.6,69125.81
5.7,56647.12
8.5,65691.43
1.3,44273.73
2.3,47110.08
4.7,54280.62
6.4,59265.58
9.9,69471.02
11.9,75773.07
4.2,52367.89
14.2,82547.28
11.3,73719.87
7.7,62973.9
5.2,55467.93
8.1,64416.91
14.2,82979.39
13.4,80082.06
10.4,71628.37
11.9,75344.39
14.1,81993.43
10.1,70228.79
4.3,52924.82
9.6,68493.41
1.2,43984.9
4.7,54573.85
4.6,53596.26
10.0,69803.61
10.6,71965.29
6.3,58544.47
1.3,44197.32
13.2,79581.51
2.2,46817.76
5.7,57164.68
6.5,59361.16
4.8,54147.72
11.6,74645.9
7.3,62395.87
2.0,46147.68
9.4,67974.86
2.4,47157.53
2.1,46523.96
4.9,54234.81
6.2,58763.43
6.7,59678.25
10.3,71270.87
1.3,43409.84
4.7,54397.56
5.8,57314.84
4.5,53624.82
6.8,60194.17
14.1,82711.7
9.5,68588.85
2.3,46839.02
9.8,69775.11
14.6,83442.02
8.8,66046.96
3.1,49619.62
4.2,52748.58
6.4,59272.01
3.1,49253.64
5.7,56718.02
1.8,45430.28
5.6,56744.52
7.9,64039.02
7.2,61667.06
13.9,81556.12
3.4,50518.55
11.2,73378.97
3.8,51441.98
8.5,65060.5
3.6,50317.02
7.3,62229.45
9.3,68204.92
4.0,51782.94
10.7,71800.97
2.8,48789.33
5.0,55423.68
2.1,45992.66
3.0,48967.84
11.4,74238.5
1.4,44094.65
14.3,82673.31
6.1,58318.03
14.3,82750.0
6.4,59665.43
4.1,52119.75
7.7,63350.14
7.4,62031.43
10.7,72593.22
5.7,56902.13
12.6,77909.11
12.7,78359.73
2.9,48877.57
12.2,76857.75
10.5,71688.97
11.9,75722.63
7.9,63331.04
14.7,84386.28
6.1,58062.81
13.9,81217.26
7.0,60584.35
13.4,79897.53
3.4,50631.76
2.6,47622.13
9.7,69023.96
6.2,58422.14
7.0,60583.99
9.8,69138.17
8.1,63858.34
5.0,55401.3
3.3,49871.17
4.2,53027.15
10.1,70691.94
5.9,57429.4
1.4,43871.23
3.4,50402.54
4.0,52133.1
13.4,80658.6
13.1,79007.87
11.5,74358.68
1.6,44415.26
3.1,49025.23
10.0,70079.46
3.7,50937.69
5.0,54997.61
5.8,57338.36
5.5,56075.59
11.7,75495.03
5.4,56039.86
14.6,83722.11
14.2,82165.58
11.0,72512.42
6.1,58652.08
3.8,51435.26
3.8,51876.1
12.5,77554.46
3.5,50803.58
10.4,71438.19
14.3,82604.16
9.7,69387.52
13.1,79563.6
12.6,78172.96
6.0,57528.28
10.7,72412.17
8.8,66604.91
9.4,68130.53
2.4,47596.8
5.5,56485.88
13.0,79236.26
4.3,52451.75
6.1,58309.59
12.5,77238.12
14.6,83605.5
12.4,77276.92
1.3,44189.2
12.9,79039.29
4.0,51770.38
15.0,85090.38
8.0,64273.89
11.9,75748.04
4.2,52714.83
12.1,76205.68
9.2,67110.25
7.2,61229.69
10.4,71575.77
5.0,55425.65
14.6,83663.91
1.7,45178.3
11.5,74703.72
8.9,66980.28
10.0,69548.09
14.3,82796.5
3.2,49377.2
5.9,57764.05
1.9,45209.54
7.0,60508.3
1.2,43472.31
12.6,77401.2
4.0,52439.9
4.5,53048.78
1.0,42964.64
10.4,71453.93
11.4,74427.15
14.4,82924.08
11.5,74419.49
1.3,43859.47
8.5,65287.22
11.3,74177.46
4.6,53987.04
12.0,75577.35
9.6,68975.02
4.7,54546.61
11.5,74274.17
10.1,70566.63
7.9,63291.97
7.9,64108.7
9.1,66949.19
10.5,71842.14
2.7,48307.2
10.2,70339.68
12.7,78233.85
11.8,75294.5
1.2,43702.68
1.7,45028.53
11.7,75307.47
11.5,74752.99
4.7,54413.58
4.6,53468.78
9.5,68949.87
14.7,84218.27
4.6,53617.41
1.4,44032.06
4.1,52503.38
7.0,61447.37
3.5,50107.32
3.3,50186.04
9.6,68829.22
9.5,68449.01
11.2,73244.06
7.2,61688.6
3.7,51224.33
11.1,73134.54
3.0,48558.68
3.5,50866.05
14.0,81979.69
12.6,78073.26
5.1,55243.28
6.8,60419.63
1.1,42869.75
4.6,53332.87
11.9,75565.71
4.7,54442.67
1.9,46035.63
10.3,71383.54
10.1,70157.61
12.7,78159.32
2.2,46926.04
2.5,47123.41
11.6,75200.86
3.0,49472.15
11.4,74228.62
14.6,83537.94
6.2,58644.64
14.4,83460.9
10.5,71870.36
7.4,61825.25
13.5,80988.18
3.6,51188.61
11.7,75205.69
13.4,80110.19
12.0,75842.56
1.7,45062.42
4.8,54886.82
7.8,63713.19
6.1,57828.44
3.6,50806.06
10.9,72813.72
2.7,47621.57
4.2,52859.34
2.9,48550.01
8.1,64134.52
4.9,54627.91
11.8,74904.8
8.0,64356.46
11.7,75290.75
13.1,79746.57
9.5,68642.7
4.8,54305.08
8.0,64033.63
10.8,72287.36
10.6,71772.88
14.0,81941.49
3.8,51400.75
13.6,80438.43
12.6,77805.32
6.3,58572.08
5.1,55060.18
8.4,64762.27
4.0,52243.74
2.7,48368.13
10.4,71433.46
8.9,66447.82
12.6,78210.48
6.3,58875.86
3.2,49287.6
1.7,44673.64
4.8,53969.27
6.4,58953.33
5.8,57810.23
10.2,70267.53
7.2,61751.82
3.9,52123.78
2.5,47311.75
14.7,83965.62
14.7,83920.54
5.5,56169.83
6.7,60101.05
4.4,53571.83
3.2,50056.45
14.3,82841.96
4.8,54281.67
11.0,73471.84
8.4,65179.95
2.6,48126.23
8.7,65927.87
14.3,82810.55
11.0,72886.79
6.8,60300.0
10.7,72412.97
8.9,67000.57
7.7,63061.44
4.6,53744.97
6.6,59416.44
13.6,81048.83
6.9,61052.96
7.7,63420.3
3.8,51388.15
7.4,62266.64
12.5,77790.79
10.0,69836.96
10.2,70651.32
6.3,59126.22
8.1,64511.7
6.5,59294.44
14.9,85080.07
3.4,50429.72
6.7,59827.51
10.5,71446.18
7.8,63607.38
12.5,77282.03
7.7,62737.76
5.6,57260.33
12.3,76765.64
7.1,61717.05
10.1,70678.99
13.6,80345.1
8.8,65947.28
7.0,60621.35
6.1,58163.93
4.1,52207.55
3.2,49494.78
13.4,80299.77
1.1,42907.32
10.4,71495.49
10.2,70698.97
8.3,65038.0
11.7,75027.69
6.1,58099.09
12.4,76736.44
14.1,82539.88
6.6,60100.68
13.4,80286.75
1.6,45201.96
7.7,63492.25
9.5,68617.56
2.4,46966.37
8.7,65770.43
2.6,47644.68
11.0,73195.34
11.4,74428.92
13.2,79206.63
6.3,59046.73
4.8,54279.83
7.8,63848.55
11.4,74472.26
14.7,84331.6
2.9,48808.78
11.1,73177.58
13.2,79257.66
8.5,65259.72
2.8,48146.43
14.9,84441.96
2.6,47573.31
9.9,70023.89
4.7,54469.21
11.7,74757.39
1.8,45270.65
14.9,84809.75
9.5,68410.05
10.1,70799.11
1.0,42806.22
14.9,84544.98
9.4,68621.8
8.2,64764.95
8.7,66100.83
6.8,60375.22
7.8,63698.29
10.1,69841.87
7.1,60885.83
4.1,52372.1
8.7,65740.11
8.4,65300.08
8.2,64111.97
11.9,75995.81
2.6,48260.92
7.9,63469.5
2.3,46898.84
14.7,83632.09
3.5,50597.57
7.7,62989.1
2.8,48324.88
14.9,84822.13
2.6,47407.24
1.9,46181.44
3.7,51167.78
9.7,68703.69
12.2,76631.57
7.3,62359.01
11.2,73735.28
4.9,55196.77
13.4,79916.3
7.2,61278.09
13.1,79546.08
6.5,59552.72
14.4,83530.83
13.5,80352.88
10.8,72579.26
5.3,55834.78
8.0,63943.78
13.3,80294.54
14.9,84796.29
6.4,59314.39
5.8,57760.02
12.2,76478.81
5.1,55227.09
6.6,59998.25
11.5,74142.42
12.5,77207.59
12.3,77271.0
8.9,66504.56
7.0,61429.81
13.3,79670.28
13.5,80705.35
9.5,68977.73
14.1,82669.76
13.3,79997.4
8.4,65020.1
10.8,72313.5
1.0,42558.96
5.5,56734.48
7.6,62459.1
13.9,81428.46
6.8,60783.42
12.5,77521.53
8.2,64466.4
12.6,78061.31
12.8,78483.2
3.3,49886.69
4.3,53350.74
1.5,44660.39
8.8,66408.48
10.9,72876.82
14.0,81621.09
13.5,80313.71
9.3,67838.92
4.8,54121.02
3.0,49287.0
7.1,61224.29
10.7,71900.46
13.4,80121.43
1.5,44229.8
1.3,44334.98
8.4,65004.0
13.1,79477.19
11.3,73632.59
7.5,62082.69
3.1,49273.53
12.7,77818.23
3.6,50624.25
6.7,59708.0
7.1,61486.49
5.3,56350.58
5.3,55694.24
4.2,52421.42
9.5,68085.03
8.3,65327.41
14.0,81608.9
14.3,82983.77
4.5,53051.89
4.8,54212.44
2.1,46511.41
9.7,69086.36
4.0,51747.96
10.5,71938.92
8.2,65016.07
11.1,73011.13
4.7,54426.05
12.1,76114.28
12.1,76119.33
8.1,63883.5
11.0,73185.15
12.8,78657.64
3.9,52148.42
12.4,76981.16
3.4,50418.42
1.4,43847.05
1.6,44431.93
13.6,80549.04
3.4,50474.72
14.1,81956.59
3.0,48550.61
11.7,75380.41
12.2,76153.02
2.1,45918.97
9.1,67341.04
9.2,68086.88
14.9,84951.33
11.5,74109.46
3.4,50027.1
9.3,67654.71
6.0,58278.22
9.8,69031.05
5.6,56609.28
2.6,48226.7
3.0,49092.21
2.1,46536.36
6.2,58517.49
1.2,43122.55
7.0,60932.04
9.5,68077.74
12.3,77137.92
10.3,71382.01
11.0,73103.97
11.9,75570.25
11.8,75220.11
2.8,48744.69
12.3,76533.79
12.3,77370.61
2.0,46257.75
11.6,74854.57
10.8,72877.13
6.6,59962.29
12.4,77526.83
11.3,73648.61
7.8,63834.88
1.1,43620.72
14.0,81853.69
1.0,43262.63
9.3,67529.5
1.8,45894.52
2.5,47454.48
14.5,83792.08
13.9,82068.97
4.8,54577.31
8.6,65574.9
3.8,51284.67
1.7,45130.23
4.0,52385.69
8.1,64647.8
14.8,84324.1
6.1,58374.66
2.5,47387.09
10.2,70418.16
5.8,57527.55
8.6,65421.24
4.6,54260.46
12.6,77666.35
8.4,65321.74
9.2,67888.91
